frame_idx,timestamp,torso_angle,aspect_ratio,hip_velocity,state,confidence
0,0.0,,,,normal,0.0
1,0.03333333333333333,,,,normal,0.0
2,0.06666666666666667,,,,normal,0.0
3,0.1,,,,normal,0.0
4,0.13333333333333333,,,,normal,0.0
5,0.16666666666666666,,,,normal,0.0
6,0.2,,,,normal,0.0
7,0.23333333333333334,,,,normal,0.0
8,0.26666666666666666,,,,normal,0.0
9,0.3,,,,normal,0.0
10,0.3333333333333333,,,,normal,0.0
11,0.36666666666666664,,,,normal,0.0
12,0.4,17.231514604723802,0.23244262883415567,,normal,0.0
13,0.43333333333333335,,,,normal,0.0
14,0.4666666666666667,,,,normal,0.0
15,0.5,,,,normal,0.0
16,0.5333333333333333,,,,normal,0.0
17,0.5666666666666667,,,,normal,0.0
18,0.6,,,,normal,0.0
19,0.6333333333333333,,,,normal,0.0
20,0.6666666666666666,,,,normal,0.0
21,0.7,,,,normal,0.0
22,0.7333333333333333,,,,normal,0.0
23,0.7666666666666667,,,,normal,0.0
24,0.8,18.60722492384263,0.1670195582969365,,normal,0.0
25,0.8333333333333334,,,,normal,0.0
26,0.8666666666666667,,,,normal,0.0
27,0.9,,,,normal,0.0
28,0.9333333333333333,,,,normal,0.0
29,0.9666666666666667,,,,normal,0.0
30,1.0,,,,normal,0.0
31,1.0333333333333334,,,,normal,0.0
32,1.0666666666666667,13.56940013662423,0.12935882889207598,,normal,0.0
33,1.1,7.08711011294039,0.12469946558434603,0.028275847434997472,normal,0.0
34,1.1333333333333333,5.3925075762254915,0.0953665052309961,-0.03419101238250745,normal,0.0
35,1.1666666666666667,5.815482620092124,0.08839587472911402,-0.027413070201873693,normal,0.0
36,1.2,5.052765380836703,0.08792162569312624,-0.012307763099670454,normal,0.0
37,1.2333333333333334,5.003658114309959,0.09035353636899222,0.008727908134460421,normal,0.0
38,1.2666666666666666,5.467760553457499,0.09811311593105433,0.025662481784820647,normal,0.0
39,1.3,4.320046709539234,0.12719733340406533,-0.04347145557403551,normal,0.0
40,1.3333333333333333,3.637638401714831,0.14993129155117454,2.682209014892588e-06,normal,0.0
41,1.3666666666666667,,,,normal,0.0
42,1.4,,,,normal,0.0
43,1.4333333333333333,,,,normal,0.0
44,1.4666666666666666,,,,normal,0.0
45,1.5,,,,normal,0.0
46,1.5333333333333334,,,,normal,0.0
47,1.5666666666666667,,,,normal,0.0
48,1.6,,,,normal,0.0
49,1.6333333333333333,,,,normal,0.0
50,1.6666666666666667,,,,normal,0.0
51,1.7,,,,normal,0.0
52,1.7333333333333334,,,,normal,0.0
53,1.7666666666666666,,,,normal,0.0
