frame_idx,timestamp,torso_angle,aspect_ratio,hip_velocity,state,confidence
0,0.0,,,,normal,0.0
1,0.03333333333333333,,,,normal,0.0
2,0.06666666666666667,,,,normal,0.0
3,0.1,,,,normal,0.0
4,0.13333333333333333,9.89975632115615,0.1549901447272583,,normal,0.0
5,0.16666666666666666,5.591928088081699,0.29715873726810876,0.3552201390266419,normal,0.0
6,0.2,44.72550207420751,0.28969106318619814,0.19951343536376942,normal,0.0
7,0.23333333333333334,11.255311212803903,0.33635954878245355,0.06496399641036989,normal,0.0
8,0.26666666666666666,15.035001847639998,0.2950475075541269,0.031522214412689216,normal,0.0
9,0.3,20.79133850613042,0.35259247608990346,-0.04235655069351197,normal,0.0
10,0.3333333333333333,14.802983578177788,0.3191087865381196,0.0881105661392212,normal,0.0
11,0.36666666666666664,19.78033458318292,0.35117929708467377,0.22862166166305548,normal,0.0
12,0.4,,,,normal,0.0
13,0.43333333333333335,,,,normal,0.0
14,0.4666666666666667,,,,normal,0.0
15,0.5,,,,normal,0.0
16,0.5333333333333333,,,,normal,0.0
17,0.5666666666666667,,,,normal,0.0
18,0.6,,,,normal,0.0
19,0.6333333333333333,,,,normal,0.0
20,0.6666666666666666,,,,normal,0.0
21,0.7,,,,normal,0.0
22,0.7333333333333333,,,,normal,0.0
23,0.7666666666666667,,,,normal,0.0
24,0.8,,,,normal,0.0
25,0.8333333333333334,,,,normal,0.0
26,0.8666666666666667,,,,normal,0.0
27,0.9,,,,normal,0.0
28,0.9333333333333333,,,,normal,0.0
29,0.9666666666666667,,,,normal,0.0
30,1.0,,,,normal,0.0
31,1.0333333333333334,8.997436810477137,0.18786087905450388,,normal,0.0
32,1.0666666666666667,,,,normal,0.0
33,1.1,,,,normal,0.0
34,1.1333333333333333,,,,normal,0.0
35,1.1666666666666667,,,,normal,0.0
36,1.2,,,,normal,0.0
37,1.2333333333333334,,,,normal,0.0
38,1.2666666666666666,,,,normal,0.0
39,1.3,,,,normal,0.0
40,1.3333333333333333,,,,normal,0.0
41,1.3666666666666667,,,,normal,0.0
42,1.4,,,,normal,0.0
43,1.4333333333333333,,,,normal,0.0
44,1.4666666666666666,,,,normal,0.0
45,1.5,,,,normal,0.0
46,1.5333333333333334,10.981480838215633,0.16681959030882812,,normal,0.0
47,1.5666666666666667,,,,normal,0.0
48,1.6,,,,normal,0.0
49,1.6333333333333333,,,,normal,0.0
50,1.6666666666666667,,,,normal,0.0
51,1.7,,,,normal,0.0
52,1.7333333333333334,,,,normal,0.0
53,1.7666666666666666,,,,normal,0.0
54,1.8,,,,normal,0.0
55,1.8333333333333333,,,,normal,0.0
