frame_idx,timestamp,torso_angle,aspect_ratio,hip_velocity,state,confidence
0,0.0,,,,normal,0.0
1,0.03333333333333333,1.854093600370655,0.08152899559338289,,normal,0.0
2,0.06666666666666667,1.6463303430214686,0.05301608419545537,0.13454407453536987,normal,0.0
3,0.1,,,,normal,0.0
4,0.13333333333333333,0.12694327025238192,0.2248734632259972,,normal,0.0
5,0.16666666666666666,0.6923257860188069,0.03862891703349605,0.010549128055572512,normal,0.0
6,0.2,,,,normal,0.0
7,0.23333333333333334,1.56344939419188,0.09964740129949362,,normal,0.0
8,0.26666666666666666,1.4175696194811156,0.08402010269553462,-0.9499331563711169,normal,0.0
9,0.3,1.1799000893634388,0.06643013529897797,-1.3891761749982836,normal,0.0
10,0.3333333333333333,1.0519866181021946,0.06458060322989738,0.21853320300579077,normal,0.0
11,0.36666666666666664,0.8308201728785191,0.07090473004711685,-0.32425895333290106,normal,0.0
12,0.4,1.176066120277993,0.14449943688426883,0.2896606922149654,normal,0.0
13,0.43333333333333335,1.313987970000984,0.15964971895548846,0.1724251359701157,normal,0.0
14,0.4666666666666667,1.3430725425378722,0.16607644192487392,0.31448632478713995,normal,0.0
15,0.5,1.4280376660045435,0.1683520116548468,0.09408451616764071,normal,0.0
16,0.5333333333333333,1.4477463782152071,0.1597338269612329,0.11216148734092715,normal,0.0
17,0.5666666666666667,1.398654231578873,0.1600708193503386,0.11640585958957675,normal,0.0
18,0.6,1.4319608145541134,0.16997367130357016,0.1768874377012253,normal,0.0
19,0.6333333333333333,1.5312306466920533,0.17338928035147727,0.1348567754030228,normal,0.0
20,0.6666666666666666,1.6234021290719127,0.17045612075555397,-0.02287678420543671,normal,0.0
21,0.7,1.7214484155874172,0.17168828064067265,0.04866935312747957,normal,0.0
22,0.7333333333333333,1.7607798372428207,0.18563124973778208,0.20960077643394476,normal,0.0
23,0.7666666666666667,1.5382725890952362,0.19398101194335304,-0.028067976236343297,normal,0.0
24,0.8,1.7267056542723362,0.19604170313512187,0.07308930158615114,normal,0.0
25,0.8333333333333334,1.9589306403436975,0.22478325387845846,0.09075477719306947,normal,0.0
26,0.8666666666666667,1.9999905286596575,0.2343991513579829,0.10110944509506228,normal,0.0
27,0.9,2.2654822868371687,0.24800393858845524,0.14412760734558108,normal,0.0
28,0.9333333333333333,2.451333562567283,0.24430996868002886,0.12044727802276614,normal,0.0
29,0.9666666666666667,2.6330864323634224,0.24230548730414808,0.061841011047363295,normal,0.0
30,1.0,2.715454255527537,0.24669660090232964,0.10049611330032351,normal,0.0
31,1.0333333333333334,2.8867516181252793,0.2752033540295827,0.07695123553276038,normal,0.0
32,1.0666666666666667,2.987003225612164,0.27958552892045263,0.13777077198028614,normal,0.0
33,1.1,3.1435268591783014,0.2889743692698923,0.013580471277236897,normal,0.0
34,1.1333333333333333,3.1710264232669347,0.28452990005754225,0.06185665726661704,normal,0.0
35,1.1666666666666667,2.980918812051248,0.2786112857267483,-0.0010402500629425016,normal,0.0
36,1.2,2.9441145051082,0.25202516153316146,0.025766193866729827,normal,0.0
37,1.2333333333333334,2.7546689349878735,0.2482873613411688,0.05339741706848128,normal,0.0
38,1.2666666666666666,2.708303830162681,0.23496095373345524,0.0004953145980834978,normal,0.0
39,1.3,2.7146474699515526,0.23190123341812235,0.012313127517700157,normal,0.0
40,1.3333333333333333,2.629264541346674,0.2211972135046643,0.03920316696167006,normal,0.0
41,1.3666666666666667,2.493194120005351,0.23252914883834624,0.04587382078170762,normal,0.0
42,1.4,,,,normal,0.0
43,1.4333333333333333,2.6473821019574544,0.11213960275094335,,normal,0.0
44,1.4666666666666666,2.6282417999356644,0.10673975395709603,-1.0174530744552648,normal,0.0
45,1.5,,,,normal,0.0
46,1.5333333333333334,2.6599671727968333,0.12656399653724307,,normal,0.0
47,1.5666666666666667,2.853168042331293,0.05283093662840564,0.10582566261291541,normal,0.0
48,1.6,1.8834760180521783,0.09416075417421524,-0.4202824831008898,normal,0.0
49,1.6333333333333333,1.612538324700123,0.0915315591415277,-0.3043527156114589,normal,0.0
50,1.6666666666666667,,,,normal,0.0
51,1.7,1.9107588611570072,0.06835300324499338,,normal,0.0
52,1.7333333333333334,2.0041794343236887,0.08540701675658269,1.0714298486709561,normal,0.0
53,1.7666666666666666,1.6362619377919991,0.06307869516787959,-1.6812872886657775,normal,0.0
54,1.8,,,,normal,0.0
55,1.8333333333333333,1.4712379276521477,0.07155320391409323,,normal,0.0
56,1.8666666666666667,1.1987969943998704,0.07056021480420566,-0.6515244394540767,normal,0.0
57,1.9,1.020178500831787,0.07580105308463828,0.7483702898025539,normal,0.0
58,1.9333333333333333,0.7956971390402267,0.06756529925024797,-0.32080739736556907,normal,0.0
59,1.9666666666666666,,,,normal,0.0
60,2.0,1.3953116770041698,0.20197884436551114,,normal,0.0
61,2.033333333333333,1.4708812603609969,0.10585477085940775,-1.085395887494091,normal,0.0
62,2.066666666666667,1.0261668047220165,0.0940796048903767,-0.046915635466575165,normal,0.0
63,2.1,1.332059379598534,0.08874629056779594,-0.1231051236391072,normal,0.0
64,2.1333333333333333,1.9140798890941042,0.08672974735929279,0.40761597454548026,normal,0.0
65,2.1666666666666665,1.725692634776588,0.08440311390326345,0.012819617986679122,normal,0.0
66,2.2,1.836255953398433,0.08578695700245205,-0.4665530472993805,normal,0.0
67,2.2333333333333334,,,,normal,0.0
68,2.2666666666666666,1.2503173170215915,0.16889498825060856,,normal,0.0
69,2.3,1.5433599904957025,0.12166354530273574,-0.11369124054908793,normal,0.0
70,2.3333333333333335,1.4494658452580522,0.10770874978876291,-0.5045869946479749,normal,0.0
71,2.3666666666666667,,,,normal,0.0
72,2.4,5.3384733755283325,0.16563543663369137,,normal,0.0
73,2.433333333333333,1.8876027568993043,0.1579665450525233,0.06668373942375207,normal,0.0
74,2.466666666666667,1.141679920797119,0.08356085118458864,0.2557969093322729,normal,0.0
75,2.5,,,,normal,0.0
76,2.533333333333333,2.449018177724513,0.06973784424993061,,normal,0.0
77,2.566666666666667,2.2627482527130773,0.1531725271751971,-1.0251809656619926,normal,0.0
78,2.6,2.041215080642529,0.07159784774597053,0.21405681967735365,normal,0.0
79,2.6333333333333333,,,,normal,0.0
80,2.6666666666666665,1.4621305530007438,0.06577427901434567,,normal,0.0
81,2.7,,,,normal,0.0
82,2.7333333333333334,0.7934237843227469,0.04847934677225418,,normal,0.0
83,2.7666666666666666,,,,normal,0.0
84,2.8,0.3665541557738903,0.06305876973967084,,normal,0.0
85,2.8333333333333335,0.18724580229839838,0.07234703430059182,0.8978898078203114,normal,0.0
86,2.8666666666666667,,,,normal,0.0
87,2.9,0.9549826231580582,0.0454962209324062,,normal,0.0
88,2.933333333333333,,,,normal,0.0
89,2.966666666666667,0.6544742844841397,0.06500269136865441,,normal,0.0
90,3.0,,,,normal,0.0
91,3.033333333333333,,,,normal,0.0
92,3.066666666666667,,,,normal,0.0
93,3.1,,,,normal,0.0
94,3.1333333333333333,,,,normal,0.0
95,3.1666666666666665,,,,normal,0.0
96,3.2,,,,normal,0.0
97,3.2333333333333334,1.9711323706355612,0.14181877040252747,,normal,0.0
98,3.2666666666666666,1.4271602287331997,0.17228588429144345,1.193156484514479,normal,0.0
99,3.3,,,,normal,0.0
100,3.3333333333333335,34.78919581681391,0.31811658025149836,,normal,0.0
101,3.3666666666666667,29.790989064638378,0.34312183429824344,0.4212447255849853,normal,0.0
102,3.4,27.18058429598777,0.30263624842298464,0.6303392350673698,normal,0.0
103,3.433333333333333,27.040573025690417,0.30007984186356484,0.7099545747041728,normal,0.0
104,3.466666666666667,25.947373657273424,0.26694948255129314,0.8511746674775994,normal,0.0
105,3.5,25.662930727121083,0.2374861940535521,1.0951895266771356,normal,0.0
106,3.533333333333333,23.739372912642025,0.22290267331217378,0.8830811083316834,normal,0.0
107,3.566666666666667,21.478965259521004,0.20947519061302416,0.8610275387763893,normal,0.0
108,3.6,20.95243774445977,0.20179308231960966,0.9842973947525059,normal,0.0
109,3.6333333333333333,19.38738938870004,0.19232451380749027,0.705972164869311,normal,0.0
110,3.6666666666666665,18.220900821952217,0.1859381775066294,0.7013006508350397,normal,0.0
111,3.7,16.591176455248302,0.1860526579571653,0.44509291648864313,normal,0.0
112,3.7333333333333334,16.65202375997391,0.18121560205430812,0.49842238426208674,normal,0.0
113,3.7666666666666666,15.569877449363394,0.17809302464986762,0.12812510132789656,normal,0.0
114,3.8,14.85264833146071,0.1732535509903377,0.38493186235427995,normal,0.0
115,3.8333333333333335,14.285298424513567,0.16654968773688994,0.6527571380138334,normal,0.0
116,3.8666666666666667,14.034335052106705,0.1559298730925207,0.4215109348297134,normal,0.0
117,3.9,13.67886216334358,0.14944732536151878,0.4642653465271013,normal,0.0
118,3.933333333333333,13.608159074969656,0.14227582450499887,0.5103734135627764,normal,0.0
119,3.966666666666667,13.783090087797703,0.13641939088291322,0.4157701134681661,normal,0.0
120,4.0,14.27953387954442,0.13741301971244746,0.5438554286956806,normal,0.0
121,4.033333333333333,14.606245145089355,0.13822376839358946,0.5070626735687274,normal,0.0
122,4.066666666666666,14.533412044214629,0.13794785942637466,0.31631290912628285,normal,0.0
123,4.1,14.565956396792258,0.14092301526309092,0.19690454006195138,normal,0.0
